INSTNM,STABBR,PREDDEG,ST_FIPS,REGION,SAT_AVG,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,AVGFACSAL,C150_4,PFTFTUG1_EF,C150_4_WHITE,C150_4_BLACK,C200_4,PCTFLOAN,DEBT_MDN
Framingham State University,MA,3,25,1,995,4100,0.6863,0.1068,0.1178,0.0271,0.0017,0.0002,0.0385,0.0044,0.0171,23139,8786,0.5466,0.6551,0.5699,0.5476,0.5295,0.6382,17671
Salem State University,MA,3,25,1,992,7016,0.6505,0.0971,0.1415,0.0346,0.0016,0.0001,0.0271,0.0289,0.0185,22626,8840,0.5189,0.5957,0.5273,0.5294,0.4881,0.6276,17941
Bridgewater State University,MA,3,25,1,992,9387,0.7556,0.1047,0.0663,0.0175,0.0018,0.0005,0.0368,0.0037,0.0131,21344,9094,0.5856,0.5418,0.5944,0.6066,0.6284,0.6802,18280
Westfield State University,MA,3,25,1,992,5495,0.7565,0.0462,0.0934,0.0158,0.0013,0.0007,0.047,0.0042,0.0349,21411,9372,0.6628,0.7109,0.6653,0.5517,0.6367,0.637,15000
Fitchburg State University,MA,3,25,1,990,4073,0.7132,0.0962,0.1107,0.0238,0.001,0,0.0334,0.0047,0.0169,19645,9077,0.5395,0.6658,0.5418,0.6842,0.5806,0.6686,15744
Eastern Nazarene College,MA,3,25,1,986,780,0.5179,0.2244,0.1308,0.0231,0.0013,0.0026,0.0436,0.0244,0.0321,41083,5455,0.4602,0.7155,0.5234,0.1818,0.5299,0.7072,18500
Bay Path University,MA,3,25,1,967,1886,0.5695,0.1294,0.1909,0.0191,0.0016,0.0021,0.027,0.0058,0.0546,44015,8077,0.6102,0.2661,0.7103,0.4167,0.592,0.8944,17150
Lasell University,MA,3,25,1,966,1778,0.707,0.0546,0.09,0.0191,0.0006,0.0006,0.0231,0.0641,0.0411,47635,7897,0.5053,0.8636,0.5228,0.3333,0.5705,0.7719,24000
College of Our Lady of the Elms,MA,3,25,1,954,1155,0.5688,0.0753,0.1203,0.019,0.0026,0,0,0.0069,0.2069,44501,6947,0.6429,0.4503,0.6972,0.6111,0.6716,0.8383,23056
Curry College,MA,3,25,1,943,2653,0.6743,0.1048,0.0626,0.0241,0.0008,0.0026,0.023,0.0188,0.089,52182,9758,0.4748,0.8057,0.5189,0.2353,0.465,0.6338,19266.5
Wheelock College,MA,3,25,1,903,721,0.5784,0.1456,0.1221,0.0402,0.0014,0.0014,0.0388,0.0222,0.0499,49352,7006,0.6128,0.8626,0.6345,0.6154,0.5684,0.8039,21500
Boston Baptist College,MA,3,25,1,900,61,0.9344,0.0164,0.0492,0,0,0,0,0,0,26691,6884,0.3793,0.6429,0.3333,0,0.2917,0.5882,15998
American International College,MA,3,25,1,881,1408,0.3871,0.2564,0.1399,0.0121,0.0036,0.0064,0.0213,0.0369,0.1364,45655,5744,0.4387,0.7143,0.5315,0.3402,0.4259,0.8575,19500
Johns Hopkins University,MD,3,24,2,1476,5616,0.3656,0.0609,0.1343,0.2448,0.0014,0.0016,0.0486,0.1063,0.0365,65473,12608,0.9244,0.9237,0.9315,0.875,0.9354,0.3443,12645
University of Maryland-College Park,MD,3,24,2,1337,29006,0.5143,0.1267,0.0975,0.1642,0.001,0.0007,0.0424,0.0396,0.0135,24041,12955,0.8641,0.7228,0.8736,0.8094,0.8547,0.3398,16500
St. John's College,MD,3,24,2,1319,434,0.6889,0.0138,0.0484,0.0415,0.0023,0,0.0207,0.1797,0.0046,61910,9337,0.7632,0.8355,0.7283,0,0.708,0.5471,19000
University of Maryland-Baltimore County,MD,3,24,2,1216,11025,0.4288,0.1751,0.0676,0.2105,0.0021,0.0011,0.0386,0.0388,0.0374,23818,9987,0.6442,0.5571,0.6612,0.5775,0.6399,0.4041,16000
Maryland Institute College of Art,MD,3,24,2,1152,1724,0.4542,0.0586,0.0771,0.1265,0.0006,0.0012,0.0626,0.1787,0.0406,58588,8118,0.7349,0.822,0.7629,0.8333,0.7336,0.4977,21798
St. Mary's College of Maryland,MD,3,24,2,1140,1578,0.6876,0.0875,0.0875,0.0425,0.0032,0,0.0507,0.0051,0.0361,28326,7323,0.7291,0.7523,0.7417,0.5588,0.8188,0.6511,16750
McDaniel College,MD,3,24,2,1103,1536,0.6771,0.1445,0.0664,0.0306,0.002,0.0007,0.0319,0.0124,0.0345,51889,7079,0.6765,0.87,0.6708,0.75,0.6901,0.6601,21620
Towson University,MD,3,24,2,1070,18968,0.5904,0.1912,0.0715,0.0564,0.0016,0.0011,0.0471,0.0158,0.0249,23278,7368,0.7058,0.5513,0.7223,0.6475,0.7019,0.4788,14759
Notre Dame of Maryland University,MD,3,24,2,1058,869,0.5201,0.2739,0.0679,0.0817,0.0138,0.0046,0.0069,0.0184,0.0127,45064,7092,0.5042,0.4189,0.5122,0.4667,0.6,0.4995,18666
Mount St. Mary's University,MD,3,24,2,1043,1717,0.675,0.1316,0.099,0.0285,0.0035,0.0017,0.0384,0.0087,0.0134,52031,7617,0.7099,0.8987,0.7362,0.6129,0.6463,0.6128,17700
Stevenson University,MD,3,24,2,1022,3583,0.5624,0.2713,0.0533,0.0321,0.0014,0.0017,0.0449,0.0047,0.0282,45970,8405,0.5291,0.7244,0.6091,0.4216,0.607,0.6103,20632
Capitol Technology University,MD,3,24,2,1018,420,0.4167,0.3214,0.1048,0.0429,0.0048,0.0024,0.0333,0.0071,0.0667,34520,7187,0.5091,0.6483,0.6111,0.3913,0.4359,0.5564,16625
Frostburg State University,MD,3,24,2,970,4779,0.5327,0.3206,0.0592,0.0193,0.0019,0.0004,0.0458,0.0123,0.0077,20568,7087,0.4708,0.6348,0.5131,0.4049,0.4971,0.595,14000
University of Baltimore,MD,3,24,2,924,3186,0.3274,0.4805,0.0443,0.0465,0.0041,0.0028,0.0405,0.0163,0.0377,23143,10639,0.3613,0.188,0.4848,0.3085,0.4785,0.549,15750
Morgan State University,MD,3,24,2,894,6333,0.0186,0.7701,0.0344,0.0092,0.0016,0.0008,0.0298,0.1143,0.0212,23279,8745,0.3228,0.6898,0.4,0.3135,0.3566,0.7234,22500
University of Maryland Eastern Shore,MD,3,24,2,872,3162,0.0999,0.7568,0.0323,0.0104,0.0019,0.0003,0.0664,0.0281,0.0038,21739,8038,0.3644,0.8069,0.3548,0.3748,0.3911,0.6742,15530.5
Bowie State University,MD,3,24,2,856,4632,0.0218,0.8577,0.0343,0.0114,0.0004,0.0013,0.041,0.0127,0.0192,20885,8514,0.3717,0.629,0.3333,0.3757,0.3705,0.6419,14493
Washington Adventist University,MD,3,24,2,854,807,0.0595,0.4374,0.1115,0.0496,0.0087,0.0025,0.0149,0.2404,0.0756,30657,5430,0.3821,0.3514,0.2105,0.3774,0.4211,0.5667,25500
Coppin State University,MD,3,24,2,829,2477,0.017,0.7941,0.021,0.0077,0.0008,0.0004,0.0178,0.126,0.0153,17039,7596,0.1742,0.5777,0.1111,0.1802,0.2421,0.6608,15250
Colby College,ME,3,23,1,1383,1879,0.6179,0.0373,0.0703,0.0596,0.0032,0.0016,0.0452,0.1134,0.0516,63330,11759,0.8905,0.9865,0.9063,0.8,0.9087,0.1729,17799
University of Maine,ME,3,23,1,1073,8757,0.8368,0.0208,0.0315,0.0166,0.0092,0,0.0275,0.021,0.0365,22904,9292,0.5867,0.8304,0.5999,0.5556,0.6116,0.6151,17500
University of New England,ME,3,23,1,1055,2370,0.8274,0.0127,0.0013,0.0354,0.0042,0,0.0135,0.0034,0.1021,51270,8384,0.5758,0.8833,0.5838,0.5,0.6109,0.4846,21500
Maine Maritime Academy,ME,3,23,1,1042,1014,0.8797,0.0099,0.0168,0.0118,0.0039,0.002,0,0,0.0759,26445,10948,0.6213,0.8339,0.6224,0.75,0.6716,0.8143,27000
University of Southern Maine,ME,3,23,1,984,5233,0.8058,0.048,0.0266,0.0239,0.0075,0.0006,0.0311,0.0147,0.0418,21508,8946,0.3381,0.4876,0.3465,0.1,0.3727,0.5186,14000
Saint Joseph's College of Maine,ME,3,23,1,920,1456,0.6133,0.0192,0.0206,0.0165,0.0089,0.0014,0,0,0.3201,46672,6020,0.5435,0.7389,0.5644,0,0.6262,0.5598,14563.5
University of Maine at Fort Kent,ME,3,23,1,890,1076,0.7621,0.0372,0.0223,0.0084,0.0102,0.0028,0.026,0.0948,0.0362,18248,6553,0.3464,0.4241,0.3741,0,0.4783,0.3554,12500
University of Michigan-Ann Arbor,MI,3,26,3,1386,28761,0.611,0.0434,0.0519,0.1361,0.0016,0.0003,0.038,0.0678,0.0499,27725,11076,0.9117,0.8614,0.9219,0.7979,0.9196,0.2989,18147.5
Michigan Technological University,MI,3,26,3,1242,5739,0.8726,0.0094,0.0197,0.0125,0.0035,0.0009,0.0272,0.0321,0.0221,26587,9929,0.6685,0.8728,0.6872,0.5556,0.6708,0.5685,19500
Kettering University,MI,3,26,3,1226,1865,0.755,0.029,0.0466,0.0391,0.0048,0.0005,0.0279,0.0413,0.0558,54637,8250,0.5254,0.7961,0.5708,0.1538,0.6281,0.5856,24500
Michigan State University,MI,3,26,3,1194,38851,0.6726,0.07,0.0417,0.05,0.0023,0.0008,0.0297,0.1247,0.0082,25809,11413,0.7826,0.8143,0.822,0.5912,0.8088,0.4363,21829
Calvin University,MI,3,26,3,1180,3722,0.7278,0.0285,0.0425,0.0406,0.0013,0,0.0355,0.1053,0.0185,43517,8435,0.7653,0.9004,0.7886,0.4231,0.7508,0.5247,22000
Hope College,MI,3,26,3,1179,3083,0.8265,0.0256,0.086,0.0188,0,0,0.0182,0.0221,0.0029,42379,8207,0.7948,0.9221,0.8182,0.6842,0.8,0.5419,24800
Lawrence Technological University,MI,3,26,3,1164,2164,0.6091,0.0661,0.0356,0.0273,0.0032,0,0.0222,0.1608,0.0758,42950,7641,0.5367,0.2639,0.5979,0.1471,0.4545,0.4386,19993
Andrews University,MI,3,26,3,1127,1478,0.2733,0.1881,0.1509,0.1475,0.0027,0.0014,0.0379,0.1698,0.0284,36529,4832,0.6303,0.6607,0.6378,0.75,0.6098,0.4605,22500
University of Michigan-Dearborn,MI,3,26,3,1125,6886,0.6837,0.0932,0.0597,0.0752,0.0036,0.0013,0.0321,0.019,0.0321,18832,9274,0.5379,0.572,0.5677,0.3731,0.5436,0.6226,18203
University of Detroit Mercy,MI,3,26,3,1125,2530,0.6245,0.1344,0.0534,0.0557,0.0028,0.0012,0.0292,0.0573,0.0415,50078,8756,0.6775,0.648,0.7463,0.4,0.5884,0.6126,20875
Aquinas College,MI,3,26,3,1090,1549,0.7857,0.0349,0.0613,0.011,0.0039,0,0.0245,0.0187,0.06,38707,6043,0.528,0.7978,0.5644,0.2,0.5363,0.5894,19666.5
Grand Valley State University,MI,3,26,3,1089,22081,0.8213,0.0518,0.0515,0.0231,0.0034,0.0005,0.0336,0.012,0.0029,21534,6693,0.6629,0.72,0.6841,0.4888,0.6778,0.6175,19000
Alma College,MI,3,26,3,1087,1414,0.7779,0.0396,0.0495,0.0127,0.0028,0.0007,0.024,0.0141,0.0785,48453,7308,0.6685,0.9141,0.6803,0.4286,0.6215,0.8866,23000
Wayne State University,MI,3,26,3,1086,16671,0.5819,0.1737,0.0524,0.0884,0.0029,0.0008,0.0354,0.0249,0.0395,22276,10186,0.3917,0.5372,0.4934,0.1739,0.3964,0.5449,16500
Oakland University,MI,3,26,3,1082,16233,0.7493,0.0759,0.0338,0.0465,0.003,0.0011,0.0301,0.0198,0.0404,20502,9034,0.4683,0.5948,0.5086,0.2164,0.5102,0.5217,17750
Kuyper College,MI,3,26,3,1078,201,0.8159,0.0398,0.005,0.0299,0.005,0,0.0398,0.0348,0.0299,27926,5273,0.4808,0.6071,0.5476,0,0.6452,0.6047,14875
Albion College,MI,3,26,3,1067,1393,0.7064,0.0926,0.0675,0.0273,0.0029,0.0007,0.0251,0.0223,0.0553,51883,7341,0.7102,0.9199,0.7298,0.5,0.7267,0.6344,21500
University of Michigan-Flint,MI,3,26,3,1050,5827,0.6798,0.1359,0.0403,0.0187,0.0079,0.0009,0.0326,0.0517,0.0323,19729,8448,0.3743,0.4528,0.4071,0.2202,0.4007,0.5693,19230.5
Saginaw Valley State University,MI,3,26,3,1050,7913,0.7234,0.0883,0.0416,0.0067,0.0021,0.0001,0.0246,0.0589,0.0542,19377,7850,0.38,0.7095,0.4167,0.1952,0.4481,0.6073,18271.5
College for Creative Studies,MI,3,26,3,1050,1377,0.5781,0.0951,0.0385,0.0552,0.0007,0.0036,0.0414,0.0704,0.1169,52479,9597,0.5773,0.6772,0.5893,0.4375,0.6327,0.6246,21500
Central Michigan University,MI,3,26,3,1049,19551,0.7767,0.0852,0.0446,0.0105,0.0079,0.0006,0.035,0.0205,0.019,22778,8749,0.5747,0.701,0.5963,0.4502,0.5875,0.7171,21250
Lake Superior State University,MI,3,26,3,1048,2063,0.7998,0.0116,0.0194,0.0048,0.0848,0,0,0.0674,0.0121,20709,6681,0.4052,0.6476,0.4236,0.375,0.4564,0.5601,15250
Eastern Michigan University,MI,3,26,3,1030,17025,0.6451,0.1968,0.0492,0.0246,0.0026,0.0007,0.0389,0.0195,0.0226,21828,9389,0.4072,0.6526,0.4926,0.204,0.4278,0.6957,18500
Ferris State University,MI,3,26,3,1030,12006,0.7914,0.0737,0.0469,0.0146,0.0057,0.0007,0.0337,0.0235,0.0099,21635,8513,0.4276,0.5367,0.4664,0.1899,0.5095,0.6044,16913
Western Michigan University,MI,3,26,3,1030,17984,0.7114,0.1257,0.0562,0.018,0.0044,0.0008,0.0357,0.0394,0.0085,23598,9642,0.5275,0.6334,0.5536,0.3953,0.5764,0.6359,20188
Spring Arbor University,MI,3,26,3,1029,2109,0.7587,0.1053,0.0375,0.0076,0.0043,0.0014,0.0313,0.0052,0.0488,36746,5226,0.5437,0.5314,0.5698,0.3636,0.5526,0.7093,21205
Northwood University,MI,3,26,3,1026,2987,0.6063,0.1014,0.0596,0.008,0.0044,0.0033,0.0134,0.0328,0.1707,37263,6072,0.5686,0.3492,0.6537,0.2623,0.5744,0.6898,18750
Northern Michigan University,MI,3,26,3,1024,6983,0.8475,0.0225,0.0311,0.0062,0.0168,0.0006,0.0354,0.0123,0.0278,19788,8062,0.4626,0.7075,0.4794,0.2708,0.523,0.6038,15000
Concordia University-Ann Arbor,MI,3,26,3,1010,764,0.7723,0.1008,0.0236,0.0079,0.0065,0.0013,0.055,0.0079,0.0249,39855,4949,0.4035,0.6123,0.4831,0.125,0.375,0.4367,17482
Cornerstone University,MI,3,26,3,1009,1856,0.771,0.1261,0.0436,0.0129,0.0054,0.0022,0.0065,0.0323,0,37172,5732,0.5405,0.3032,0.56,0.2308,0.4927,0.7289,18500
Adrian College,MI,3,26,3,1003,1621,0.7045,0.0709,0.0568,0.0043,0.0019,0.0006,0.0395,0,0.1215,48671,7880,0.5311,0.8797,0.5547,0.4048,0.5201,0.8773,17711
Rochester University,MI,3,26,3,989,986,0.6197,0.1643,0.0122,0.0071,0.003,0,0.0264,0.068,0.0994,28573,5436,0.2595,0.4972,0.3654,0.05,0.4381,0.622,14904.5
Olivet College,MI,3,26,3,972,987,0.7021,0.1621,0.0496,0.0051,0.003,0,0.0547,0.0111,0.0122,36519,5862,0.4847,0.8578,0.4973,0.35,0.3865,0.7925,18500
Madonna University,MI,3,26,3,970,2463,0.6106,0.123,0.0455,0.0106,0.0004,0.002,0.026,0.1543,0.0276,27168,7583,0.5806,0.3605,0.6478,0.1429,0.5376,0.4873,20635.5
Finlandia University,MI,3,26,3,877,475,0.6168,0.1095,0.0589,0.0063,0.0126,0.0021,0.0463,0.0358,0.1116,33457,4752,0.2865,0.8172,0.2897,0.25,0.3294,0.7556,8944
Marygrove College,MI,3,26,3,849,487,0.1684,0.6386,0.0924,0.0062,0,0,0.039,0.0082,0.0472,27888,6372,0.2358,0.5514,0.2917,0.1803,0.2193,0.7681,20687.5
Carleton College,MN,3,27,4,1413,2045,0.6161,0.045,0.0748,0.0856,0.0015,0.001,0.0567,0.1017,0.0176,64420,11688,0.9217,1,0.9417,0.7647,0.9303,0.4628,19401
Macalester College,MN,3,27,4,1378,2122,0.6433,0.0278,0.0631,0.0664,0.0019,0.0009,0.0509,0.1447,0.0009,61853,10179,0.8816,0.9693,0.8916,0.7143,0.9038,0.4369,20000
University of Minnesota-Twin Cities,MN,3,27,4,1288,30975,0.6908,0.0428,0.0367,0.0926,0.0026,0.0008,0.0375,0.0897,0.0064,25370,11577,0.7838,0.6995,0.7985,0.6335,0.8,0.412,17000
St Olaf College,MN,3,27,4,1279,2991,0.7292,0.0211,0.0578,0.0642,0.001,0.0003,0.0334,0.0829,0.01,54630,8777,0.8803,0.9728,0.8899,0.6667,0.8905,0.4967,24500
University of St Thomas,MN,3,27,4,1204,5983,0.8166,0.0249,0.0488,0.0368,0.001,0.0002,0.0316,0.0287,0.0114,50515,10370,0.7563,0.8686,0.7713,0.6333,0.7344,0.5277,21500
University of Minnesota-Morris,MN,3,27,4,1145,1680,0.6018,0.0202,0.0452,0.0333,0.0637,0,0.119,0.1137,0.003,23319,7102,0.6388,0.7813,0.6712,0.5,0.6783,0.4617,13932
Saint Johns University,MN,3,27,4,1134,1754,0.7948,0.0462,0.0758,0.0274,0.0051,0.0034,0.004,0.0433,0,52168,8374,0.7893,0.937,0.8103,0.6429,0.8156,0.6418,25000
College of Saint Benedict,MN,3,27,4,1134,1958,0.7835,0.0306,0.0689,0.0567,0.0082,0.0015,0.0061,0.0444,0,53390,8283,0.843,0.9367,0.8508,1,0.8189,0.6804,25411
Bethel University,MN,3,27,4,1125,2840,0.7197,0.0419,0.0454,0.0278,0.0025,0.0021,0.0268,0.0032,0.1306,47083,8222,0.7566,0.7087,0.772,0.5714,0.7421,0.656,19475
University of Minnesota-Duluth,MN,3,27,4,1110,9051,0.8505,0.0236,0.0271,0.034,0.0062,0.0008,0.0297,0.0197,0.0084,23611,8161,0.5941,0.8017,0.5951,0.4688,0.6078,0.556,17000
Hamline University,MN,3,27,4,1104,2150,0.7023,0.0628,0.0777,0.0619,0.0033,0,0.0647,0.0098,0.0177,47506,7434,0.5899,0.7928,0.6162,0.359,0.6503,0.6855,19500
University of Northwestern-St Paul,MN,3,27,4,1104,1883,0.8279,0.0361,0.043,0.0388,0.0021,0.0011,0.0271,0.0096,0.0143,40638,6109,0.6319,0.7178,0.6534,0.625,0.655,0.4517,18875.5
The College of Saint Scholastica,MN,3,27,4,1086,2741,0.8322,0.0317,0.035,0.0226,0.0124,0.0007,0.0332,0.0288,0.0033,45373,6818,0.6591,0.4885,0.6544,0.7143,0.6209,0.6667,16808
Bethany Lutheran College,MN,3,27,4,1080,513,0.8421,0.0253,0.0331,0.0019,0.0039,0.0019,0.0214,0.0565,0.0136,34722,6509,0.5455,0.8214,0.5694,0.25,0.547,0.6756,17000
Minneapolis College of Art and Design,MN,3,27,4,1069,690,0.6522,0.0507,0.0609,0.0739,0.0203,0,0.0203,0.029,0.0928,46596,7283,0.6466,0.7477,0.6133,1,0.6408,0.851,19750
Saint Mary's University of Minnesota,MN,3,27,4,1065,1552,0.5767,0.0644,0.049,0.0174,0.0045,0.0006,0.0103,0.0329,0.2442,42399,6699,0.611,0.6836,0.625,0.25,0.651,0.6297,17376
Minnesota State University Moorhead,MN,3,27,4,1049,4968,0.775,0.0298,0.0332,0.0121,0.007,0.0006,0.032,0.0773,0.033,19628,8881,0.4155,0.6119,0.4323,0.1143,0.4335,0.5924,17225
Winona State University,MN,3,27,4,1049,7485,0.8597,0.0265,0.0297,0.0238,0.0016,0.0008,0.0236,0.0269,0.0075,21334,8592,0.5922,0.7525,0.5949,0.5,0.5894,0.614,16815.5
St Catherine University,MN,3,27,4,1032,3097,0.6187,0.1056,0.0762,0.114,0.0052,0.0026,0.0294,0.0081,0.0404,47059,7124,0.5867,0.4724,0.6608,0.3478,0.6077,0.741,21500
Augsburg University,MN,3,27,4,1031,2511,0.4659,0.1091,0.0673,0.0725,0.0123,0.0012,0.0243,0.0339,0.2135,47914,7477,0.569,0.6196,0.605,0.4815,0.6465,0.8205,21500
Bemidji State University,MN,3,27,4,1030,4413,0.8398,0.0204,0.027,0.0109,0.0286,0.0005,0.0363,0.0211,0.0156,19540,8417,0.4578,0.5587,0.4763,0.3333,0.4733,0.5677,12456
North Central University,MN,3,27,4,1029,903,0.7641,0.0421,0.0631,0.0255,0.0022,0.0011,0.0377,0.0111,0.0532,32289,6567,0.4845,0.8134,0.5043,0.4,0.4483,0.6737,19625
Minnesota State University-Mankato,MN,3,27,4,1029,12154,0.748,0.0522,0.0445,0.0376,0.0027,0.0005,0.0304,0.0718,0.0122,18844,9170,0.5127,0.6916,0.5447,0.2627,0.5298,0.5639,14897.5
University of Minnesota-Crookston,MN,3,27,4,1026,1821,0.7705,0.0626,0.0368,0.0258,0.0088,0,0.0181,0.0533,0.0242,22641,7163,0.544,0.4558,0.5657,0.5909,0.479,0.3773,14487.5
Crown College,MN,3,27,4,1006,890,0.7236,0.073,0.0708,0.0685,0.009,0.0011,0.0213,0.0258,0.0067,36652,4901,0.4797,0.5634,0.4872,0.3333,0.5238,0.7163,17340
Saint Cloud State University,MN,3,27,4,991,10283,0.6949,0.0715,0.0344,0.0654,0.0032,0.0004,0.0328,0.0902,0.0071,18750,9314,0.4529,0.6144,0.455,0.3689,0.4816,0.4577,13374.5
Southwest Minnesota State University,MN,3,27,4,967,2321,0.7454,0.0582,0.0405,0.0224,0.0043,0.0004,0.0276,0.0819,0.0194,19703,9027,0.498,0.6413,0.5344,0.1667,0.4629,0.2137,13200
Oak Hills Christian College,MN,3,27,4,874,113,0.7965,0.0796,0.0354,0.0177,0.0354,0,0.0265,0.0088,0,27621,4027,0.4333,0.4222,0.5217,0,0.3,0.6975,11750
Washington University in St Louis,MO,3,29,4,1472,7116,0.5337,0.0708,0.0752,0.1809,0.0006,0,0.0443,0.0756,0.019,67751,14367,0.9401,0.9329,0.9429,0.9444,0.9518,0.1922,18500
Missouri University of Science and Technology,MO,3,29,4,1265,6857,0.7971,0.034,0.0334,0.0335,0.0038,0.0004,0.0267,0.0438,0.0273,21698,10206,0.6397,0.7819,0.6515,0.4167,0.6709,0.4979,16998
Saint Louis University,MO,3,29,4,1259,7350,0.6924,0.0638,0.0506,0.0984,0.0016,0.0001,0.0279,0.0527,0.0125,54698,9834,0.7442,0.8113,0.7914,0.4789,0.7223,0.2976,21500
Truman State University,MO,3,29,4,1224,5302,0.7927,0.037,0.0262,0.026,0.0023,0.0011,0.0279,0.0726,0.0141,20555,7122,0.7175,0.8884,0.7171,0.6136,0.7144,0.4141,17250
University of Missouri-Columbia,MO,3,29,4,1183,25544,0.785,0.0777,0.0375,0.0232,0.002,0.0004,0.031,0.0372,0.006,23962,9095,0.6831,0.8211,0.7,0.5674,0.7092,0.4351,17841
Rockhurst University,MO,3,29,4,1162,1499,0.7238,0.0374,0.0834,0.0267,0.0033,0.0007,0.058,0.014,0.0527,48082,7028,0.7162,0.8608,0.7423,0.5,0.6983,0.4478,16736
William Jewell College,MO,3,29,4,1144,992,0.7863,0.0403,0.0403,0.0121,0.001,0.002,0.0433,0.0494,0.0252,45606,6751,0.6343,0.8638,0.6726,0.5556,0.6038,0.7968,20000
Drury University,MO,3,29,4,1142,3121,0.8376,0.0365,0.0452,0.0087,0.0054,0.001,0.0263,0.0394,0,35054,6343,0.575,0.5379,0.5786,0.4545,0.639,0.5844,13821
University of Missouri-Kansas City,MO,3,29,4,1126,7904,0.57,0.1457,0.0872,0.0762,0.0032,0.0016,0.0359,0.045,0.0352,21575,8826,0.486,0.4902,0.5125,0.2912,0.5479,0.3939,15000
Maryville University of Saint Louis,MO,3,29,4,1114,2892,0.7251,0.0847,0.0373,0.027,0.0038,0.001,0.0225,0.0494,0.0491,43804,7498,0.7485,0.6055,0.7749,0.4167,0.6792,0.6161,18616
Webster University,MO,3,29,4,1110,3042,0.6101,0.1614,0.0598,0.0279,0.0016,0.0007,0.0348,0.0046,0.0989,40955,8726,0.5932,0.4845,0.6129,0.3939,0.6511,0.5663,17436
University of Missouri-St Louis,MO,3,29,4,1101,7736,0.6308,0.1775,0.0297,0.0521,0.0037,0.0021,0.0301,0.033,0.041,22105,8486,0.5324,0.2213,0.557,0.3626,0.46,0.3652,16530
Missouri State University-Springfield,MO,3,29,4,1090,17277,0.8124,0.0469,0.0347,0.0138,0.0047,0.0009,0.0363,0.0428,0.0075,20296,7442,0.5493,0.6371,0.5678,0.3306,0.5703,0.4888,14750
Westminster College,MO,3,29,4,1087,864,0.7083,0.0694,0.044,0.022,0.0116,0,0.0139,0.0926,0.0382,36858,5999,0.6444,0.9136,0.6608,0.375,0.6803,0.771,19000
Kansas City Art Institute,MO,3,29,4,1072,632,0.6282,0.0633,0.0728,0.0269,0.0063,0,0.1123,0.0079,0.0823,50020,7009,0.5829,0.7376,0.5798,0.5714,0.529,0.7025,23493
Evangel University,MO,3,29,4,1063,1619,0.8061,0.0377,0.0383,0.0173,0.0068,0.0012,0.0216,0.0099,0.0611,33829,6412,0.5489,0.8096,0.5686,0.3846,0.4763,0.9408,17250
Conception Seminary College,MO,3,29,4,1050,87,0.7356,0,0.1724,0.0805,0,0,0,0,0.0115,34878,4407,0.5,0.3929,0.6,0,0,0.2188,18137
Fontbonne University,MO,3,29,4,1050,952,0.7132,0.1439,0.0221,0.0137,0.0032,0.0011,0.0231,0.0693,0.0105,37113,6564,0.5166,0.5534,0.521,0.4706,0.4813,0.6923,21500
University of Central Missouri,MO,3,29,4,1050,8756,0.7654,0.107,0.0417,0.0081,0.0027,0.0025,0.0429,0.0182,0.0114,18808,7234,0.5278,0.6415,0.564,0.3492,0.554,0.555,14826.5
Stephens College,MO,3,29,4,1049,724,0.6948,0.1271,0.0428,0.0152,0.011,0.0041,0.0635,0.0014,0.0401,42821,5274,0.4807,0.6957,0.5391,0.2727,0.4955,0.8103,15811.5
Southeast Missouri State University,MO,3,29,4,1049,9028,0.7813,0.1021,0.0203,0.0122,0.0035,0.0002,0.0068,0.0652,0.0083,18248,7154,0.4887,0.7146,0.5115,0.3277,0.5478,0.4557,13485
Ozark Christian College,MO,3,29,4,1047,623,0.8379,0.0257,0.0546,0.0048,0.0128,0.0016,0.0337,0.0209,0.008,20258,4621,0.4013,0.7616,0.411,0.25,0.4,0.5081,12500
Northwest Missouri State University,MO,3,29,4,1047,5240,0.7969,0.0634,0.0391,0.0073,0.0029,0.001,0.0345,0.0431,0.0118,18226,6954,0.5041,0.7845,0.5257,0.3168,0.506,0.5509,13827
Lindenwood University,MO,3,29,4,1045,7331,0.5451,0.1289,0.0351,0.0063,0.0031,0.0046,0.0284,0.1221,0.1264,31802,7040,0.4932,0.5645,0.534,0.2929,0.5119,0.6077,19500
Midwestern Baptist Theological Seminary,MO,3,29,4,1038,448,0.7567,0.0871,0.0402,0.0246,0.0067,0,0.0246,0.0022,0.058,15998,5257,0.4634,0.1438,0.5143,0,0.4444,0.4734,7917
Southwest Baptist University,MO,3,29,4,1027,2337,0.8387,0.0599,0.0252,0.0056,0.0064,0.0034,0.0133,0,0.0475,32059,5839,0.4805,0.5836,0.5282,0.122,0.4811,0.5248,14000
William Woods University,MO,3,29,4,1026,945,0.8074,0.0434,0.0508,0.0063,0.0053,0.0011,0.0212,0.0434,0.0212,36808,5395,0.5439,0.6429,0.5632,0.4286,0.5272,0.7403,13902
Central Christian College of the Bible,MO,3,29,4,1026,233,0.794,0.0901,0.0558,0.0043,0.0043,0.0043,0.0386,0,0.0086,21348,3612,0.6,0.7571,0.6364,0,0.4528,0.7528,7971.5
